id,home_team,away_team,temperature,humidity,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded,round_encoded,weather_encoded,num_broadcasters
16883,鳥栖,神戸,23.6,50,20792,2015-05-02 19:04:00,9,24130,48,1,0,3
16884,松本,甲府,24.0,25,16916,2015-05-06 14:03:00,10,20396,20,1,0,3
16885,新潟,山形,23.8,28,25009,2015-05-06 14:03:00,10,41684,55,1,10,3
16886,清水,鳥栖,18.9,63,14029,2015-05-06 14:03:00,10,19594,52,1,5,3
16887,川崎F,広島,22.6,32,21141,2015-05-06 15:05:00,10,26232,6,1,5,2
16888,横浜FM,名古屋,21.4,34,22514,2015-05-06 15:03:00,10,71624,8,1,0,2
16889,湘南,神戸,19.4,66,9157,2015-05-06 17:04:00,10,15732,53,1,1,2
16890,仙台,FC東京,17.1,66,14368,2015-05-06 19:04:00,10,19526,42,1,0,3
16891,柏,浦和,21.8,90,12620,2015-06-03 19:03:00,10,15349,27,2,1,2
16892,G大阪,鹿島,21.8,56,13110,2015-06-03 19:03:00,10,21000,0,2,10,2
16893,名古屋,川崎F,23.0,27,16952,2015-05-10 13:04:00,11,43739,18,1,0,2
16894,山形,柏,13.3,43,8285,2015-05-10 14:04:00,11,20638,40,1,1,2
16895,横浜FM,新潟,25.7,42,19784,2015-05-10 14:03:00,11,71624,8,1,0,2
16896,甲府,湘南,28.5,16,10350,2015-05-10 14:04:00,11,17000,45,1,0,2
16897,仙台,浦和,16.2,41,19195,2015-05-10 15:04:00,11,19526,42,1,0,2
16898,鳥栖,松本,25.3,35,10648,2015-05-10 15:04:00,11,24130,48,1,0,2
16899,FC東京,鹿島,22.8,23,42070,2015-05-10 16:04:00,11,47851,2,1,5,2
16900,神戸,清水,21.8,31,14397,2015-05-10 16:04:00,11,29913,57,1,0,2
16901,広島,G大阪,17.6,53,17372,2015-05-10 19:04:00,11,36894,50,1,0,3
16902,柏,湘南,20.6,65,6701,2015-05-14 19:03:00,12,15349,27,1,1,2
16903,甲府,山形,26.2,45,9159,2015-05-16 14:04:00,12,17000,45,2,1,3
16904,松本,神戸,20.9,72,11743,2015-05-16 14:03:00,12,20396,20,2,1,3
16905,新潟,仙台,17.3,75,16764,2015-05-16 14:03:00,12,41684,55,2,1,3
16906,鹿島,広島,19.5,77,13523,2015-05-16 15:04:00,12,38620,12,2,1,2
16907,清水,横浜FM,20.3,89,12978,2015-05-16 15:04:00,12,19594,52,2,1,3
16908,G大阪,川崎F,20.1,67,18842,2015-05-16 18:33:00,12,21000,0,2,1,2
16909,浦和,FC東京,23.6,69,42995,2015-05-16 15:34:00,12,62010,5,2,1,4
16910,名古屋,鳥栖,21.0,61,14825,2015-05-16 19:04:00,12,43739,18,2,7,3
16911,仙台,甲府,20.9,63,13165,2015-05-23 18:34:00,13,19526,42,1,0,2
16912,山形,神戸,28.6,18,7894,2015-05-23 14:05:00,13,20638,40,1,0,2
16913,湘南,清水,21.1,73,13248,2015-05-23 17:04:00,13,15732,53,1,0,2
16914,FC東京,名古屋,21.6,56,23460,2015-05-23 19:03:00,13,47851,2,1,1,3
16915,川崎F,鳥栖,21.8,53,14881,2015-05-23 19:04:00,13,26232,6,1,1,2
16916,松本,横浜FM,20.4,43,18906,2015-05-23 19:04:00,13,20396,20,1,1,3
16917,広島,新潟,18.4,83,10460,2015-05-23 19:04:00,13,36894,50,1,1,2
16918,柏,G大阪,22.3,75,9997,2015-06-23 19:03:00,13,15349,27,2,4,2
16919,浦和,鹿島,23.0,50,41269,2015-05-23 19:04:00,13,62010,5,1,0,2
16920,新潟,甲府,27.9,46,23197,2015-05-30 13:03:00,14,41684,55,1,0,2
16921,名古屋,山形,30.3,33,13662,2015-05-30 14:04:00,14,43739,18,1,0,3
16922,神戸,仙台,24.4,59,14906,2015-05-30 16:04:00,14,29913,57,1,1,3
16923,鹿島,松本,20.6,84,17155,2015-05-30 19:03:00,14,38620,12,1,0,2
16924,FC東京,柏,24.6,57,23439,2015-05-30 19:04:00,14,47851,2,1,1,3
16925,横浜FM,G大阪,24.3,65,35044,2015-05-30 19:04:00,14,71624,8,1,0,2
16926,湘南,広島,24.1,60,11276,2015-05-30 19:04:00,14,15732,53,1,0,2
16927,清水,川崎F,20.9,90,13055,2015-05-30 19:04:00,14,19594,52,1,0,2
16928,鳥栖,浦和,20.9,76,19249,2015-05-30 19:04:00,14,24130,48,1,2,2
16929,仙台,鳥栖,20.3,51,12753,2015-06-07 16:04:00,15,19526,42,1,0,2
16930,山形,鹿島,24.3,42,13241,2015-06-07 16:04:00,15,20638,40,1,0,2
16931,浦和,清水,24.1,46,44424,2015-06-07 16:04:00,15,62010,5,1,0,4
16932,柏,広島,23.2,57,11352,2015-06-07 16:03:00,15,15349,27,1,1,2
16933,川崎F,湘南,23.7,49,20857,2015-06-07 16:03:00,15,26232,6,1,0,2
16934,甲府,横浜FM,23.4,38,13007,2015-06-07 16:04:00,15,17000,45,1,1,2
16935,松本,FC東京,22.5,54,17617,2015-06-07 16:04:00,15,20396,20,1,5,2
16936,新潟,名古屋,22.3,48,19030,2015-06-07 16:03:00,15,41684,55,1,0,2
16937,G大阪,神戸,24.3,46,18437,2015-06-07 16:03:00,15,21000,0,1,1,3
16938,川崎F,松本,24.3,52,21490,2015-06-20 16:03:00,16,26232,6,1,0,2
16939,横浜FM,鹿島,24.8,58,28928,2015-06-20 16:03:00,16,71624,8,1,0,2
16940,湘南,新潟,22.1,72,11175,2015-06-20 16:04:00,16,15732,53,1,0,2
16941,清水,甲府,20.5,83,13288,2015-06-20 16:05:00,16,19594,52,1,1,2
16942,名古屋,柏,24.3,66,15848,2015-06-20 16:05:00,16,43739,18,1,1,2
16943,G大阪,仙台,26.6,56,14616,2015-06-20 16:03:00,16,21000,0,1,1,2
16944,神戸,浦和,25.4,53,18143,2015-06-20 16:05:00,16,29913,57,1,0,3
16945,広島,山形,23.8,77,12286,2015-06-20 16:04:00,16,36894,50,1,5,2
16946,鳥栖,FC東京,26.1,56,16871,2015-06-20 16:04:00,16,24130,48,1,0,2
16947,仙台,名古屋,20.5,95,12644,2015-06-27 19:04:00,17,19526,42,1,2,2
16948,山形,G大阪,21.1,90,14320,2015-06-27 19:04:00,17,20638,40,1,2,2
16949,鹿島,川崎F,22.3,97,13867,2015-06-27 19:03:00,17,38620,12,1,1,3
16950,浦和,新潟,23.6,88,43606,2015-06-27 19:04:00,17,62010,5,1,1,3
16951,FC東京,清水,24.0,83,41363,2015-06-27 19:04:00,17,47851,2,1,1,4
16952,甲府,柏,25.2,70,11019,2015-06-27 19:04:00,17,17000,45,1,1,2
16953,松本,湘南,22.9,54,15456,2015-06-27 19:04:00,17,20396,20,1,1,2
16954,神戸,横浜FM,23.6,55,22332,2015-06-27 19:04:00,17,29913,57,1,1,2
16955,鳥栖,広島,22.1,75,12376,2015-06-27 19:04:00,17,24130,48,1,1,2
16956,仙台,広島,27.0,49,13373,2015-07-11 18:04:00,1,19526,42,1,0,2
16957,柏,鳥栖,25.3,73,11371,2015-07-11 19:03:00,1,15349,27,1,0,2
16958,川崎F,FC東京,26.1,71,23793,2015-07-11 18:30:00,1,26232,6,1,0,2
16959,横浜FM,山形,25.9,80,20575,2015-07-11 19:03:00,1,71624,8,1,0,2
16960,湘南,名古屋,24.6,83,10752,2015-07-11 18:04:00,1,15732,53,1,0,2
16961,松本,浦和,23.5,64,18605,2015-07-11 19:04:00,1,20396,20,1,0,3
16962,新潟,鹿島,25.4,61,24316,2015-07-11 19:03:00,1,41684,55,1,0,2
16963,清水,神戸,25.3,80,14037,2015-07-11 19:04:00,1,19594,52,1,0,2
16964,G大阪,甲府,27.4,75,14364,2015-07-11 19:04:00,1,21000,0,1,0,2
16965,山形,浦和,24.9,81,10849,2015-07-15 19:05:00,2,20638,40,1,8,2
16966,鹿島,清水,26.9,79,6923,2015-07-15 19:04:00,2,38620,12,1,5,2
16967,FC東京,新潟,26.9,68,12727,2015-07-15 19:03:00,2,47851,2,1,0,3
16968,横浜FM,柏,27.1,69,8038,2015-07-15 19:04:00,2,15442,36,1,0,3
16969,甲府,仙台,28.1,55,7015,2015-07-15 19:03:00,2,17000,45,1,0,3
16970,名古屋,G大阪,29.3,59,13422,2015-07-15 19:04:00,2,27000,58,1,1,2
16971,神戸,湘南,30.6,46,7696,2015-07-15 19:04:00,2,29913,57,1,0,2
16972,広島,松本,27.8,77,7966,2015-07-15 19:04:00,2,36894,50,1,0,2
16973,鳥栖,川崎F,29.8,53,7524,2015-07-15 18:04:00,2,24130,48,1,0,2
16974,仙台,神戸,27.2,61,12488,2015-07-19 19:04:00,3,19526,42,1,0,2
16975,浦和,広島,29.1,80,41492,2015-07-19 19:05:00,3,62010,5,1,0,2
16976,柏,川崎F,28.4,82,14055,2015-07-19 19:04:00,3,15349,27,1,1,3
16977,FC東京,山形,29.2,69,22175,2015-07-19 19:03:00,3,47851,2,1,1,3
16978,湘南,甲府,28.6,70,12144,2015-07-19 19:04:00,3,15732,53,1,0,2
16979,松本,鹿島,26.7,67,17625,2015-07-19 18:04:00,3,20396,20,1,1,2
16980,新潟,鳥栖,26.6,63,17259,2015-07-19 19:03:00,3,41684,55,1,0,2
16981,清水,名古屋,28.0,77,14497,2015-07-19 18:34:00,3,19594,52,1,0,2
16982,G大阪,横浜FM,28.2,66,16787,2015-07-19 19:03:00,3,21000,0,1,0,3
16983,仙台,柏,27.8,68,13070,2015-07-25 19:04:00,4,19526,42,1,0,2
16984,山形,新潟,24.9,78,11206,2015-07-25 19:34:00,4,20638,40,1,1,2
16985,鹿島,FC東京,27.8,80,17804,2015-07-25 18:34:00,4,38620,12,1,0,2
16986,川崎F,清水,30.0,67,20040,2015-07-25 19:03:00,4,26232,6,1,0,2
16987,甲府,松本,29.5,68,14176,2015-07-25 18:05:00,4,17000,45,1,0,2
16988,名古屋,浦和,31.1,61,17624,2015-07-25 19:04:00,4,27000,58,1,0,2
16989,神戸,G大阪,27.2,75,20679,2015-07-25 19:04:00,4,29913,57,1,0,3
16990,広島,横浜FM,26.6,76,15174,2015-07-25 19:05:00,4,36894,50,1,0,2
16991,鳥栖,湘南,29.8,60,11960,2015-07-25 19:04:00,4,24130,48,1,0,2
16992,山形,名古屋,27.2,76,6100,2015-07-29 19:04:00,5,20638,40,1,0,2
16993,浦和,甲府,27.6,83,22363,2015-07-29 19:04:00,5,62010,5,1,1,4
16994,FC東京,仙台,29.0,70,16635,2015-07-29 19:03:00,5,47851,2,1,0,3
16995,横浜FM,清水,27.9,79,14848,2015-07-29 19:33:00,5,71624,8,1,1,2
16996,湘南,柏,26.6,87,10411,2015-07-29 19:04:00,5,15732,53,1,0,2
16997,松本,川崎F,26.8,76,15610,2015-07-29 19:04:00,5,20396,20,1,12,2
16998,新潟,G大阪,27.6,81,19650,2015-07-29 19:00:00,5,41684,55,1,0,3
16999,神戸,広島,29.7,60,9538,2015-07-29 19:05:00,5,29913,57,1,0,2
17000,鳥栖,鹿島,28.5,71,15794,2015-07-29 19:04:00,5,24130,48,1,0,2
17001,G大阪,鳥栖,24.9,95,11156,2015-07-22 19:03:00,6,21000,0,1,4,2
17002,仙台,松本,25.0,85,15757,2015-08-12 19:04:00,6,19526,42,2,0,2
17003,柏,神戸,25.1,83,12383,2015-08-12 19:04:00,6,15349,27,2,1,3
17004,川崎F,山形,28.8,65,19154,2015-08-12 19:03:00,6,26232,6,2,1,2
17005,甲府,FC東京,28.9,53,12164,2015-08-12 19:04:00,6,17000,45,2,0,2
17006,新潟,浦和,27.6,71,27447,2015-08-12 19:03:00,6,41684,55,2,0,2
17007,清水,湘南,28.3,80,15946,2015-08-12 19:04:00,6,19594,52,2,0,3
17008,名古屋,横浜FM,30.9,40,17093,2015-08-12 19:04:00,6,27000,58,2,0,2
17009,広島,鹿島,22.2,91,16689,2015-08-12 19:04:00,6,36894,50,2,6,2
17010,山形,鳥栖,26.7,70,10096,2015-08-16 18:04:00,7,20638,40,1,1,2
17011,鹿島,仙台,26.1,94,16554,2015-08-16 19:04:00,7,38620,12,1,0,3
17012,浦和,湘南,26.4,86,36185,2015-08-16 18:04:00,7,62010,5,1,1,2
17013,FC東京,G大阪,26.4,87,37978,2015-08-16 18:04:00,7,47851,2,1,6,2
17014,横浜FM,甲府,28.0,85,19207,2015-08-16 18:03:00,7,71624,8,1,12,2
17015,松本,名古屋,27.4,57,17442,2015-08-16 18:04:00,7,20396,20,1,0,2
17016,清水,新潟,27.2,84,14724,2015-08-16 18:04:00,7,19594,52,1,0,2
17017,神戸,川崎F,29.2,58,15451,2015-08-16 18:04:00,7,29913,57,1,3,2
17018,広島,柏,26.8,83,14471,2015-08-16 19:04:00,7,36894,50,1,0,2
17019,湘南,川崎F,27.8,88,14136,2015-08-22 19:04:00,8,15732,53,2,1,3
17020,甲府,神戸,29.8,65,9113,2015-08-22 18:04:00,8,17000,45,2,0,2
17021,新潟,広島,25.7,83,19615,2015-08-22 19:03:00,8,41684,55,2,1,2
17022,名古屋,FC東京,28.8,62,19011,2015-08-22 19:04:00,8,43739,18,2,0,2
17023,鳥栖,横浜FM,27.4,60,18321,2015-08-22 19:04:00,8,24130,48,2,0,2
17024,鹿島,山形,28.1,79,16700,2015-08-22 18:34:00,8,38620,12,2,0,2
17025,浦和,仙台,30.1,69,33932,2015-08-22 18:34:00,8,62010,5,2,0,2
17026,柏,松本,25.6,91,7385,2015-08-20 19:03:00,8,15349,27,1,4,2
17027,G大阪,清水,27.4,67,15333,2015-08-22 19:00:00,8,21000,0,2,0,2
17028,仙台,新潟,20.4,84,14573,2015-08-29 19:04:00,9,19526,42,1,1,2
17029,清水,FC東京,25.3,75,14954,2015-08-29 18:04:00,9,19594,52,1,1,2
17030,神戸,鳥栖,24.9,82,14637,2015-08-29 19:04:00,9,35910,32,1,13,2
17031,広島,名古屋,22.1,93,13916,2015-08-29 19:04:00,9,36894,50,1,2,3
17032,柏,甲府,21.5,94,8002,2015-08-30 19:03:00,9,15349,27,2,6,2
17033,川崎F,鹿島,21.4,80,22632,2015-08-29 19:03:00,9,26232,6,1,4,2
17034,横浜FM,浦和,22.5,82,33467,2015-08-29 18:30:00,9,71624,8,1,1,2
17035,G大阪,湘南,25.8,74,14985,2015-08-30 19:04:00,9,21000,0,2,1,2
17036,松本,山形,24.6,47,15412,2015-09-23 14:03:00,9,20396,20,3,0,2
17037,山形,広島,21.1,81,8137,2015-09-12 19:05:00,10,20638,40,2,0,2
17038,FC東京,神戸,25.1,73,22328,2015-09-12 19:04:00,10,47851,2,2,0,3
17039,湘南,松本,24.8,71,12230,2015-09-12 19:06:00,10,15732,53,2,0,2
17040,甲府,川崎F,24.4,62,11069,2015-09-12 18:35:00,10,17000,45,2,0,2
17041,新潟,横浜FM,25.2,58,25336,2015-09-12 19:04:00,10,41684,55,2,0,2
17042,名古屋,仙台,24.5,65,21008,2015-09-12 18:35:00,10,43739,18,2,0,2
17043,鳥栖,清水,21.6,76,10501,2015-09-12 19:04:00,10,24130,48,2,6,3
17044,鹿島,G大阪,25.0,81,22380,2015-09-12 18:36:00,10,38620,12,2,0,2
17045,浦和,柏,24.7,78,23957,2015-09-11 19:36:00,10,62010,5,1,6,2
17046,仙台,湘南,22.0,63,12635,2015-09-19 18:34:00,11,19526,42,1,0,2
17047,川崎F,名古屋,25.6,63,20238,2015-09-19 19:04:00,11,26232,6,1,0,2
17048,横浜FM,FC東京,25.3,70,30999,2015-09-19 19:04:00,11,71624,8,1,0,3
17049,神戸,新潟,20.1,57,14471,2015-09-19 19:04:00,11,35910,32,1,0,2
17050,広島,鳥栖,20.3,74,18625,2015-09-19 19:04:00,11,36894,50,1,0,2
17051,柏,山形,21.9,77,10520,2015-09-20 19:03:00,11,15349,27,2,0,2
17052,甲府,鹿島,26.5,41,12131,2015-09-19 17:04:00,11,17000,45,1,5,2
17053,松本,G大阪,21.1,54,18052,2015-09-20 14:03:00,11,20396,20,2,0,3
17054,清水,浦和,21.8,87,19232,2015-09-19 19:04:00,11,50889,31,1,0,2
17055,山形,仙台,22.5,70,13737,2015-09-26 14:04:00,12,20638,40,1,1,4
17056,FC東京,松本,23.2,75,36671,2015-09-26 18:34:00,12,47851,2,1,1,2
17057,湘南,横浜FM,23.5,78,14046,2015-09-26 15:03:00,12,15732,53,1,1,3
17058,新潟,川崎F,22.2,79,22573,2015-09-26 19:04:00,12,41684,55,1,1,3
17059,清水,広島,23.2,77,13053,2015-09-26 15:04:00,12,19594,52,1,5,3
17060,名古屋,神戸,23.8,80,11570,2015-09-26 19:34:00,12,27000,58,1,1,3
17061,鳥栖,甲府,27.1,54,9672,2015-09-26 15:04:00,12,24130,48,1,0,2
17062,鹿島,浦和,22.8,81,29030,2015-09-26 15:04:00,12,38620,12,1,1,2
17063,G大阪,柏,25.4,60,16438,2015-09-26 16:03:00,12,21000,0,1,1,2
17064,仙台,横浜FM,26.0,42,15685,2015-10-03 14:04:00,13,19526,42,1,0,4
17065,湘南,山形,23.8,60,10254,2015-10-03 16:04:00,13,15732,53,1,0,2
17066,甲府,新潟,21.4,61,11102,2015-10-03 18:34:00,13,17000,45,1,0,2
17067,松本,清水,21.4,52,17371,2015-10-03 15:04:00,13,20396,20,1,0,2
17068,広島,FC東京,17.4,90,18810,2015-10-03 19:04:00,13,36894,50,1,0,3
17069,浦和,鳥栖,25.3,55,35015,2015-10-03 16:04:00,13,62010,5,1,0,2
17070,柏,名古屋,21.9,72,10103,2015-10-03 19:03:00,13,15349,27,1,0,2
17071,川崎F,G大阪,26.1,37,24300,2015-10-04 14:04:00,13,26232,6,2,0,2
17072,神戸,鹿島,24.4,34,16871,2015-10-03 15:03:00,13,29913,57,1,0,3
17074,山形,甲府,12.8,81,8191,2015-10-17 19:05:00,14,20638,40,1,0,3
17075,FC東京,湘南,19.9,78,22577,2015-10-17 14:04:00,14,47851,2,1,9,3
17076,横浜FM,神戸,20.8,74,22598,2015-10-17 14:05:00,14,71624,8,1,1,2
17077,新潟,松本,20.4,64,31324,2015-10-17 18:33:00,14,41684,55,1,0,2
17078,清水,仙台,24.6,56,13399,2015-10-17 14:04:00,14,19594,52,1,0,3
17079,広島,川崎F,26.9,41,19751,2015-10-17 14:05:00,14,36894,50,1,0,4
17080,鳥栖,名古屋,21.1,54,13707,2015-10-17 18:34:00,14,24130,48,1,0,2
17081,鹿島,柏,19.9,81,13633,2015-10-17 14:04:00,14,38620,12,1,1,2
17082,G大阪,浦和,24.1,50,18638,2015-10-17 14:03:00,14,21000,0,1,10,2
17083,川崎F,横浜FM,24.0,43,23701,2015-10-24 14:03:00,15,26232,6,1,0,2
17084,甲府,広島,24.8,41,11062,2015-10-24 14:04:00,15,17000,45,1,0,3
17085,松本,鳥栖,21.8,34,17462,2015-10-24 14:03:00,15,20396,20,1,0,3
17086,名古屋,新潟,23.3,49,12045,2015-10-24 14:04:00,15,27000,58,1,0,4
17087,神戸,山形,22.6,50,11508,2015-10-24 14:04:00,15,29913,57,1,0,2
17088,仙台,G大阪,11.0,56,19263,2015-10-25 14:03:00,15,19526,42,2,0,3
17089,FC東京,浦和,23.0,55,38952,2015-10-24 14:02:00,15,47851,2,1,0,4
17090,湘南,鹿島,23.6,55,14227,2015-10-24 14:03:00,15,15732,53,1,0,3
17091,清水,柏,23.8,44,12238,2015-10-24 14:04:00,15,19594,52,1,0,3
17092,山形,清水,13.9,72,8281,2015-11-07 14:02:00,16,20638,40,1,5,2
17093,新潟,湘南,16.2,62,25272,2015-11-07 14:02:00,16,41684,55,1,1,3
17094,名古屋,甲府,20.3,46,16970,2015-11-07 14:04:00,16,43739,18,1,1,2
17095,神戸,松本,21.6,56,18092,2015-11-07 14:03:00,16,29913,57,1,1,5+
17096,鳥栖,仙台,24.4,49,13860,2015-11-07 14:03:00,16,24130,48,1,1,4
17097,鹿島,横浜FM,18.9,67,22755,2015-11-07 14:03:00,16,38620,12,1,1,4
17098,浦和,川崎F,19.1,55,46597,2015-11-07 14:03:00,16,62010,5,1,9,4
17099,柏,FC東京,18.8,68,12497,2015-11-07 14:03:00,16,15349,27,1,1,2
17100,G大阪,広島,21.5,61,17435,2015-11-07 14:03:00,16,21000,0,1,1,3
17101,FC東京,鳥栖,14.5,60,30753,2015-11-22 13:34:00,17,47851,2,1,1,3
17102,川崎F,仙台,15.7,53,22511,2015-11-22 13:33:00,17,26232,6,1,1,3
17103,横浜FM,松本,15.7,57,44226,2015-11-22 13:35:00,17,71624,8,1,1,2
17104,甲府,清水,15.3,48,14036,2015-11-22 13:34:00,17,17000,45,1,1,2
17105,広島,湘南,18.9,58,33210,2015-11-22 13:36:00,17,36894,50,1,5,3
17106,鹿島,名古屋,15.8,58,25151,2015-11-22 13:33:00,17,38620,12,1,1,2
17107,浦和,神戸,15.9,54,52133,2015-11-22 13:34:00,17,62010,5,1,7,4
17108,柏,新潟,15.8,66,13127,2015-11-22 13:33:00,17,15349,27,1,1,2
17109,G大阪,山形,18.7,46,18219,2015-11-22 13:33:00,17,21000,0,1,1,2
17894,磐田,名古屋,13.0,34,14333,2016-02-27 14:03:00,1,15165,17,1,0,5+
17895,広島,川崎F,8.3,78,18120,2016-02-27 14:04:00,1,36894,50,1,2,3
17896,鳥栖,福岡,14.1,74,19762,2016-02-27 14:05:00,1,24130,48,1,4,4
17897,柏,浦和,12.1,41,13416,2016-02-27 15:03:00,1,15349,27,1,0,2
17898,湘南,新潟,12.7,46,14058,2016-02-27 15:03:00,1,15732,53,1,0,3
17899,神戸,甲府,16.8,56,23862,2016-02-27 15:05:00,1,29913,57,1,3,2
17900,横浜FM,仙台,15.8,38,24898,2016-02-27 18:35:00,1,71624,8,1,0,2
17901,FC東京,大宮,10.2,51,25776,2016-02-27 19:04:00,1,47851,2,1,0,4
17902,G大阪,鹿島,17.8,46,32463,2016-02-28 14:09:00,1,40000,59,2,0,3
17903,鹿島,鳥栖,13.5,63,19696,2016-03-05 15:04:00,2,38620,12,1,1,3
17904,川崎F,湘南,16.2,74,21871,2016-03-05 15:03:00,2,26232,6,1,5,3
17905,大宮,柏,13.5,65,12696,2016-03-05 16:04:00,2,15491,34,1,1,3
17906,神戸,新潟,17.3,66,12487,2016-03-05 18:30:00,2,29913,57,1,0,2
17907,福岡,横浜FM,20.5,50,16968,2016-03-05 19:05:00,2,21562,46,1,0,3
17908,甲府,G大阪,23.6,35,14103,2016-03-06 13:05:00,2,17000,45,2,1,2
17909,浦和,磐田,17.6,68,43826,2016-03-06 14:04:00,2,62010,5,2,1,2
17910,名古屋,広島,18.9,68,27061,2016-03-06 15:05:00,2,43739,18,2,1,4
17911,仙台,FC東京,14.1,68,16918,2016-03-06 15:33:00,2,19526,42,2,1,3
17912,FC東京,神戸,6.2,65,11488,2016-03-11 19:04:00,3,47851,2,1,1,2
17913,G大阪,大宮,7.8,47,20535,2016-03-11 19:04:00,3,40000,59,1,0,2
17914,広島,湘南,9.8,39,13460,2016-03-12 13:04:00,3,36894,50,2,1,2
17915,仙台,鹿島,12.1,35,15826,2016-03-12 14:02:00,3,19526,42,2,1,3
17916,浦和,福岡,10.5,52,27946,2016-03-12 14:04:00,3,62010,5,2,1,2
17917,新潟,横浜FM,6.5,37,20771,2016-03-12 15:04:00,3,41684,55,2,0,4
17918,鳥栖,甲府,14.2,51,8697,2016-03-12 16:04:00,3,24130,48,2,0,2
17919,柏,磐田,7.1,62,10280,2016-03-12 18:30:00,3,15349,27,2,1,2
17920,川崎F,名古屋,10.6,54,16513,2016-03-12 19:04:00,3,26232,6,2,1,3
17921,横浜FM,鳥栖,16.6,89,10436,2016-03-19 13:03:00,4,15442,36,1,6,3
17922,甲府,川崎F,21.9,58,9567,2016-03-19 14:04:00,4,17000,45,1,0,3
17923,新潟,柏,15.7,78,14627,2016-03-19 14:03:00,4,41684,55,1,1,3
17924,名古屋,仙台,21.8,62,9232,2016-03-19 14:04:00,4,27000,58,1,0,2
17925,鹿島,FC東京,18.2,85,15996,2016-03-19 15:04:00,4,38620,12,1,11,2
17926,神戸,G大阪,18.0,69,16026,2016-03-19 16:05:00,4,29913,57,1,7,2
17927,磐田,福岡,18.3,87,11002,2016-03-19 19:04:00,4,15165,17,1,0,3
17928,大宮,広島,16.5,32,13452,2016-03-20 16:04:00,4,15491,34,2,0,3
17929,湘南,浦和,13.1,67,14419,2016-03-20 16:04:00,4,15732,53,2,4,2
17930,浦和,甲府,13.3,58,22766,2016-04-01 19:34:00,5,62010,5,1,1,2
17931,広島,仙台,15.4,84,9587,2016-04-01 19:34:00,5,36894,50,1,1,2
17932,福岡,新潟,22.3,58,9479,2016-04-02 14:03:00,5,21562,46,2,10,4
17933,川崎F,鹿島,16.2,53,23955,2016-04-02 15:03:00,5,26232,6,2,1,2
17934,鳥栖,柏,23.7,48,9144,2016-04-02 15:04:00,5,24130,48,2,0,2
17935,大宮,磐田,15.2,52,11271,2016-04-02 16:04:00,5,15491,34,2,1,2
17936,FC東京,名古屋,13.7,53,20249,2016-04-02 16:03:00,5,47851,2,2,1,2
17937,湘南,神戸,12.9,66,8052,2016-04-02 18:34:00,5,15732,53,2,1,2
17938,G大阪,横浜FM,19.1,61,34231,2016-04-02 19:04:00,5,40000,59,2,1,3
17939,横浜FM,浦和,22.7,49,38382,2016-04-10 13:05:00,6,71624,8,1,0,2
17940,名古屋,大宮,24.4,37,12417,2016-04-10 13:04:00,6,43739,18,1,1,2
17941,神戸,福岡,22.0,62,21254,2016-04-10 13:05:00,6,29913,57,1,1,2
17942,仙台,G大阪,15.1,51,18011,2016-04-10 14:04:00,6,19526,42,1,1,2
17943,甲府,湘南,22.4,31,10027,2016-04-10 14:04:00,6,17000,45,1,1,2
17944,川崎F,鳥栖,22.7,45,18402,2016-04-10 15:03:00,6,26232,6,1,1,2
17945,鹿島,広島,17.2,73,19764,2016-04-10 16:04:00,6,38620,12,1,1,2
17946,新潟,磐田,11.6,62,18210,2016-04-10 16:04:00,6,41684,55,1,1,3
17947,柏,FC東京,13.7,76,10470,2016-04-10 19:04:00,6,15349,27,1,1,3
17948,G大阪,柏,18.0,26,13731,2016-04-15 19:04:00,7,40000,59,1,1,2
17949,広島,新潟,16.1,58,8602,2016-04-15 19:34:00,7,36894,50,1,0,2
17950,福岡,名古屋,20.8,63,5870,2016-06-02 19:04:00,7,21562,46,3,0,2
17951,浦和,仙台,20.0,53,31012,2016-04-16 14:04:00,7,62010,5,2,0,2
17952,FC東京,川崎F,22.0,42,29208,2016-04-16 15:03:00,7,47851,2,2,0,3
17953,大宮,甲府,21.2,37,9659,2016-04-16 16:04:00,7,15491,34,2,5,3
17954,湘南,鹿島,19.7,65,13039,2016-04-16 16:04:00,7,15732,53,2,10,2
17955,鳥栖,神戸,23.2,59,6499,2016-06-02 19:04:00,7,24130,48,3,0,2
17956,磐田,横浜FM,17.4,85,14385,2016-04-16 18:30:00,7,15165,17,2,0,2
17957,名古屋,新潟,27.2,38,8957,2016-04-24 13:04:00,8,27000,58,1,0,2
17958,神戸,仙台,21.8,43,12678,2016-04-24 13:05:00,8,29913,57,1,0,3
17959,福岡,G大阪,21.7,53,18508,2016-04-24 13:04:00,8,21562,46,1,0,3
17960,横浜FM,広島,19.4,38,25106,2016-04-24 14:04:00,8,71624,8,1,7,2
17961,甲府,FC東京,24.9,51,12123,2016-04-24 14:04:00,8,17000,45,1,1,3
17962,鹿島,柏,17.6,66,15914,2016-04-24 16:04:00,8,38620,12,1,5,3
17963,川崎F,浦和,20.0,41,25450,2016-04-24 16:03:00,8,26232,6,1,1,2
17964,鳥栖,磐田,23.2,55,9332,2016-04-24 16:04:00,8,24130,48,1,0,2
17965,湘南,大宮,18.7,51,9080,2016-04-24 18:04:00,8,15732,53,1,1,2
17966,G大阪,川崎F,17.7,56,33941,2016-04-29 13:03:00,9,40000,59,1,9,2
