id,temperature,humidity,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded,round_encoded,weather_encoded,num_broadcasters,home_team_encoded,away_team_encoded,special_holiday,weekend
16928,20.9,76,19249,2015-05-30 19:04:00,14,24130,48,1,2,2,26,9,0,1
16929,20.3,51,12753,2015-06-07 16:04:00,15,19526,42,1,0,2,25,26,0,1
16930,24.3,42,13241,2015-06-07 16:04:00,15,20638,40,1,0,2,23,13,0,1
16931,24.1,46,44424,2015-06-07 16:04:00,15,62010,5,1,0,4,9,12,0,1
16932,23.2,57,11352,2015-06-07 16:03:00,15,15349,27,1,1,2,18,7,0,1
16933,23.7,49,20857,2015-06-07 16:03:00,15,26232,6,1,0,2,6,24,0,1
16934,23.4,38,13007,2015-06-07 16:04:00,15,17000,45,1,1,2,1,8,0,1
16935,22.5,54,17617,2015-06-07 16:04:00,15,20396,20,1,5,2,28,2,0,1
16936,22.3,48,19030,2015-06-07 16:03:00,15,41684,55,1,0,2,11,4,0,1
16937,24.3,46,18437,2015-06-07 16:03:00,15,21000,0,1,1,3,0,20,0,1
16938,24.3,52,21490,2015-06-20 16:03:00,16,26232,6,1,0,2,6,28,0,1
16939,24.8,58,28928,2015-06-20 16:03:00,16,71624,8,1,0,2,8,13,0,1
16940,22.1,72,11175,2015-06-20 16:04:00,16,15732,53,1,0,2,24,11,0,1
16941,20.5,83,13288,2015-06-20 16:05:00,16,19594,52,1,1,2,12,1,0,1
16942,24.3,66,15848,2015-06-20 16:05:00,16,43739,18,1,1,2,4,18,0,1
16943,26.6,56,14616,2015-06-20 16:03:00,16,21000,0,1,1,2,0,25,0,1
16944,25.4,53,18143,2015-06-20 16:05:00,16,29913,57,1,0,3,20,9,0,1
16945,23.8,77,12286,2015-06-20 16:04:00,16,36894,50,1,5,2,7,23,0,1
16946,26.1,56,16871,2015-06-20 16:04:00,16,24130,48,1,0,2,26,2,0,1
16947,20.5,95,12644,2015-06-27 19:04:00,17,19526,42,1,2,2,25,4,0,1
16948,21.1,90,14320,2015-06-27 19:04:00,17,20638,40,1,2,2,23,0,0,1
16949,22.3,97,13867,2015-06-27 19:03:00,17,38620,12,1,1,3,13,6,0,1
16950,23.6,88,43606,2015-06-27 19:04:00,17,62010,5,1,1,3,9,11,0,1
16951,24.0,83,41363,2015-06-27 19:04:00,17,47851,2,1,1,4,2,12,0,1
16952,25.2,70,11019,2015-06-27 19:04:00,17,17000,45,1,1,2,1,18,0,1
16953,22.9,54,15456,2015-06-27 19:04:00,17,20396,20,1,1,2,28,24,0,1
16954,23.6,55,22332,2015-06-27 19:04:00,17,29913,57,1,1,2,20,8,0,1
16955,22.1,75,12376,2015-06-27 19:04:00,17,24130,48,1,1,2,26,7,0,1
16956,27.0,49,13373,2015-07-11 18:04:00,1,19526,42,1,0,2,25,7,0,1
16957,25.3,73,11371,2015-07-11 19:03:00,1,15349,27,1,0,2,18,26,0,1
16958,26.1,71,23793,2015-07-11 18:30:00,1,26232,6,1,0,2,6,2,0,1
16959,25.9,80,20575,2015-07-11 19:03:00,1,71624,8,1,0,2,8,23,0,1
16960,24.6,83,10752,2015-07-11 18:04:00,1,15732,53,1,0,2,24,4,0,1
16961,23.5,64,18605,2015-07-11 19:04:00,1,20396,20,1,0,3,28,9,0,1
16962,25.4,61,24316,2015-07-11 19:03:00,1,41684,55,1,0,2,11,13,0,1
16963,25.3,80,14037,2015-07-11 19:04:00,1,19594,52,1,0,2,12,20,0,1
16964,27.4,75,14364,2015-07-11 19:04:00,1,21000,0,1,0,2,0,1,0,1
16965,24.9,81,10849,2015-07-15 19:05:00,2,20638,40,1,8,2,23,9,0,0
16966,26.9,79,6923,2015-07-15 19:04:00,2,38620,12,1,5,2,13,12,0,0
16967,26.9,68,12727,2015-07-15 19:03:00,2,47851,2,1,0,3,2,11,0,0
16968,27.1,69,8038,2015-07-15 19:04:00,2,15442,36,1,0,3,8,18,0,0
16969,28.1,55,7015,2015-07-15 19:03:00,2,17000,45,1,0,3,1,25,0,0
16970,29.3,59,13422,2015-07-15 19:04:00,2,27000,58,1,1,2,4,0,0,0
16971,30.6,46,7696,2015-07-15 19:04:00,2,29913,57,1,0,2,20,24,0,0
16972,27.8,77,7966,2015-07-15 19:04:00,2,36894,50,1,0,2,7,28,0,0
16973,29.8,53,7524,2015-07-15 18:04:00,2,24130,48,1,0,2,26,6,0,0
16974,27.2,61,12488,2015-07-19 19:04:00,3,19526,42,1,0,2,25,20,0,1
16975,29.1,80,41492,2015-07-19 19:05:00,3,62010,5,1,0,2,9,7,0,1
16976,28.4,82,14055,2015-07-19 19:04:00,3,15349,27,1,1,3,18,6,0,1
16977,29.2,69,22175,2015-07-19 19:03:00,3,47851,2,1,1,3,2,23,0,1
16978,28.6,70,12144,2015-07-19 19:04:00,3,15732,53,1,0,2,24,1,0,1
16979,26.7,67,17625,2015-07-19 18:04:00,3,20396,20,1,1,2,28,13,0,1
16980,26.6,63,17259,2015-07-19 19:03:00,3,41684,55,1,0,2,11,26,0,1
16981,28.0,77,14497,2015-07-19 18:34:00,3,19594,52,1,0,2,12,4,0,1
16982,28.2,66,16787,2015-07-19 19:03:00,3,21000,0,1,0,3,0,8,0,1
16983,27.8,68,13070,2015-07-25 19:04:00,4,19526,42,1,0,2,25,18,0,1
16984,24.9,78,11206,2015-07-25 19:34:00,4,20638,40,1,1,2,23,11,0,1
16985,27.8,80,17804,2015-07-25 18:34:00,4,38620,12,1,0,2,13,2,0,1
16986,30.0,67,20040,2015-07-25 19:03:00,4,26232,6,1,0,2,6,12,0,1
16987,29.5,68,14176,2015-07-25 18:05:00,4,17000,45,1,0,2,1,28,0,1
16988,31.1,61,17624,2015-07-25 19:04:00,4,27000,58,1,0,2,4,9,0,1
16989,27.2,75,20679,2015-07-25 19:04:00,4,29913,57,1,0,3,20,0,0,1
16990,26.6,76,15174,2015-07-25 19:05:00,4,36894,50,1,0,2,7,8,0,1
16991,29.8,60,11960,2015-07-25 19:04:00,4,24130,48,1,0,2,26,24,0,1
16992,27.2,76,6100,2015-07-29 19:04:00,5,20638,40,1,0,2,23,4,0,0
16993,27.6,83,22363,2015-07-29 19:04:00,5,62010,5,1,1,4,9,1,0,0
16994,29.0,70,16635,2015-07-29 19:03:00,5,47851,2,1,0,3,2,25,0,0
16995,27.9,79,14848,2015-07-29 19:33:00,5,71624,8,1,1,2,8,12,0,0
16996,26.6,87,10411,2015-07-29 19:04:00,5,15732,53,1,0,2,24,18,0,0
16997,26.8,76,15610,2015-07-29 19:04:00,5,20396,20,1,12,2,28,6,0,0
16998,27.6,81,19650,2015-07-29 19:00:00,5,41684,55,1,0,3,11,0,0,0
16999,29.7,60,9538,2015-07-29 19:05:00,5,29913,57,1,0,2,20,7,0,0
17000,28.5,71,15794,2015-07-29 19:04:00,5,24130,48,1,0,2,26,13,0,0
17001,24.9,95,11156,2015-07-22 19:03:00,6,21000,0,1,4,2,0,26,0,0
17002,25.0,85,15757,2015-08-12 19:04:00,6,19526,42,2,0,2,25,28,0,0
17003,25.1,83,12383,2015-08-12 19:04:00,6,15349,27,2,1,3,18,20,0,0
17004,28.8,65,19154,2015-08-12 19:03:00,6,26232,6,2,1,2,6,23,0,0
17005,28.9,53,12164,2015-08-12 19:04:00,6,17000,45,2,0,2,1,2,0,0
17006,27.6,71,27447,2015-08-12 19:03:00,6,41684,55,2,0,2,11,9,0,0
17007,28.3,80,15946,2015-08-12 19:04:00,6,19594,52,2,0,3,12,24,0,0
17008,30.9,40,17093,2015-08-12 19:04:00,6,27000,58,2,0,2,4,8,0,0
17009,22.2,91,16689,2015-08-12 19:04:00,6,36894,50,2,6,2,7,13,0,0
17010,26.7,70,10096,2015-08-16 18:04:00,7,20638,40,1,1,2,23,26,0,1
17011,26.1,94,16554,2015-08-16 19:04:00,7,38620,12,1,0,3,13,25,0,1
17012,26.4,86,36185,2015-08-16 18:04:00,7,62010,5,1,1,2,9,24,0,1
17013,26.4,87,37978,2015-08-16 18:04:00,7,47851,2,1,6,2,2,0,0,1
17014,28.0,85,19207,2015-08-16 18:03:00,7,71624,8,1,12,2,8,1,0,1
17015,27.4,57,17442,2015-08-16 18:04:00,7,20396,20,1,0,2,28,4,0,1
17016,27.2,84,14724,2015-08-16 18:04:00,7,19594,52,1,0,2,12,11,0,1
17017,29.2,58,15451,2015-08-16 18:04:00,7,29913,57,1,3,2,20,6,0,1
17018,26.8,83,14471,2015-08-16 19:04:00,7,36894,50,1,0,2,7,18,0,1
17019,27.8,88,14136,2015-08-22 19:04:00,8,15732,53,2,1,3,24,6,0,1
17020,29.8,65,9113,2015-08-22 18:04:00,8,17000,45,2,0,2,1,20,0,1
17021,25.7,83,19615,2015-08-22 19:03:00,8,41684,55,2,1,2,11,7,0,1
17022,28.8,62,19011,2015-08-22 19:04:00,8,43739,18,2,0,2,4,2,0,1
17023,27.4,60,18321,2015-08-22 19:04:00,8,24130,48,2,0,2,26,8,0,1
17024,28.1,79,16700,2015-08-22 18:34:00,8,38620,12,2,0,2,13,23,0,1
17025,30.1,69,33932,2015-08-22 18:34:00,8,62010,5,2,0,2,9,25,0,1
17026,25.6,91,7385,2015-08-20 19:03:00,8,15349,27,1,4,2,18,28,0,0
17027,27.4,67,15333,2015-08-22 19:00:00,8,21000,0,2,0,2,0,12,0,1
17028,20.4,84,14573,2015-08-29 19:04:00,9,19526,42,1,1,2,25,11,0,1
17029,25.3,75,14954,2015-08-29 18:04:00,9,19594,52,1,1,2,12,2,0,1
17030,24.9,82,14637,2015-08-29 19:04:00,9,35910,32,1,13,2,20,26,0,1
17031,22.1,93,13916,2015-08-29 19:04:00,9,36894,50,1,2,3,7,4,0,1
17032,21.5,94,8002,2015-08-30 19:03:00,9,15349,27,2,6,2,18,1,0,1
17033,21.4,80,22632,2015-08-29 19:03:00,9,26232,6,1,4,2,6,13,0,1
17034,22.5,82,33467,2015-08-29 18:30:00,9,71624,8,1,1,2,8,9,0,1
17035,25.8,74,14985,2015-08-30 19:04:00,9,21000,0,2,1,2,0,24,0,1
17036,24.6,47,15412,2015-09-23 14:03:00,9,20396,20,3,0,2,28,23,1,0
17037,21.1,81,8137,2015-09-12 19:05:00,10,20638,40,2,0,2,23,7,0,1
17038,25.1,73,22328,2015-09-12 19:04:00,10,47851,2,2,0,3,2,20,0,1
17039,24.8,71,12230,2015-09-12 19:06:00,10,15732,53,2,0,2,24,28,0,1
17040,24.4,62,11069,2015-09-12 18:35:00,10,17000,45,2,0,2,1,6,0,1
17041,25.2,58,25336,2015-09-12 19:04:00,10,41684,55,2,0,2,11,8,0,1
17042,24.5,65,21008,2015-09-12 18:35:00,10,43739,18,2,0,2,4,25,0,1
17043,21.6,76,10501,2015-09-12 19:04:00,10,24130,48,2,6,3,26,12,0,1
17044,25.0,81,22380,2015-09-12 18:36:00,10,38620,12,2,0,2,13,0,0,1
17045,24.7,78,23957,2015-09-11 19:36:00,10,62010,5,1,6,2,9,18,0,0
17046,22.0,63,12635,2015-09-19 18:34:00,11,19526,42,1,0,2,25,24,0,1
17047,25.6,63,20238,2015-09-19 19:04:00,11,26232,6,1,0,2,6,4,0,1
17048,25.3,70,30999,2015-09-19 19:04:00,11,71624,8,1,0,3,8,2,0,1
17049,20.1,57,14471,2015-09-19 19:04:00,11,35910,32,1,0,2,20,11,0,1
17050,20.3,74,18625,2015-09-19 19:04:00,11,36894,50,1,0,2,7,26,0,1
17051,21.9,77,10520,2015-09-20 19:03:00,11,15349,27,2,0,2,18,23,0,1
17052,26.5,41,12131,2015-09-19 17:04:00,11,17000,45,1,5,2,1,13,0,1
17053,21.1,54,18052,2015-09-20 14:03:00,11,20396,20,2,0,3,28,0,0,1
17054,21.8,87,19232,2015-09-19 19:04:00,11,50889,31,1,0,2,12,9,0,1
17055,22.5,70,13737,2015-09-26 14:04:00,12,20638,40,1,1,4,23,25,0,1
17056,23.2,75,36671,2015-09-26 18:34:00,12,47851,2,1,1,2,2,28,0,1
17057,23.5,78,14046,2015-09-26 15:03:00,12,15732,53,1,1,3,24,8,0,1
17058,22.2,79,22573,2015-09-26 19:04:00,12,41684,55,1,1,3,11,6,0,1
17059,23.2,77,13053,2015-09-26 15:04:00,12,19594,52,1,5,3,12,7,0,1
17060,23.8,80,11570,2015-09-26 19:34:00,12,27000,58,1,1,3,4,20,0,1
17061,27.1,54,9672,2015-09-26 15:04:00,12,24130,48,1,0,2,26,1,0,1
17062,22.8,81,29030,2015-09-26 15:04:00,12,38620,12,1,1,2,13,9,0,1
17063,25.4,60,16438,2015-09-26 16:03:00,12,21000,0,1,1,2,0,18,0,1
17064,26.0,42,15685,2015-10-03 14:04:00,13,19526,42,1,0,4,25,8,0,1
17065,23.8,60,10254,2015-10-03 16:04:00,13,15732,53,1,0,2,24,23,0,1
17066,21.4,61,11102,2015-10-03 18:34:00,13,17000,45,1,0,2,1,11,0,1
17067,21.4,52,17371,2015-10-03 15:04:00,13,20396,20,1,0,2,28,12,0,1
17068,17.4,90,18810,2015-10-03 19:04:00,13,36894,50,1,0,3,7,2,0,1
17069,25.3,55,35015,2015-10-03 16:04:00,13,62010,5,1,0,2,9,26,0,1
17070,21.9,72,10103,2015-10-03 19:03:00,13,15349,27,1,0,2,18,4,0,1
17071,26.1,37,24300,2015-10-04 14:04:00,13,26232,6,2,0,2,6,0,0,1
17072,24.4,34,16871,2015-10-03 15:03:00,13,29913,57,1,0,3,20,13,0,1
17074,12.8,81,8191,2015-10-17 19:05:00,14,20638,40,1,0,3,23,1,0,1
17075,19.9,78,22577,2015-10-17 14:04:00,14,47851,2,1,9,3,2,24,0,1
17076,20.8,74,22598,2015-10-17 14:05:00,14,71624,8,1,1,2,8,20,0,1
17077,20.4,64,31324,2015-10-17 18:33:00,14,41684,55,1,0,2,11,28,0,1
17078,24.6,56,13399,2015-10-17 14:04:00,14,19594,52,1,0,3,12,25,0,1
17079,26.9,41,19751,2015-10-17 14:05:00,14,36894,50,1,0,4,7,6,0,1
17080,21.1,54,13707,2015-10-17 18:34:00,14,24130,48,1,0,2,26,4,0,1
17081,19.9,81,13633,2015-10-17 14:04:00,14,38620,12,1,1,2,13,18,0,1
17082,24.1,50,18638,2015-10-17 14:03:00,14,21000,0,1,10,2,0,9,0,1
17083,24.0,43,23701,2015-10-24 14:03:00,15,26232,6,1,0,2,6,8,0,1
17084,24.8,41,11062,2015-10-24 14:04:00,15,17000,45,1,0,3,1,7,0,1
17085,21.8,34,17462,2015-10-24 14:03:00,15,20396,20,1,0,3,28,26,0,1
17086,23.3,49,12045,2015-10-24 14:04:00,15,27000,58,1,0,4,4,11,0,1
17087,22.6,50,11508,2015-10-24 14:04:00,15,29913,57,1,0,2,20,23,0,1
17088,11.0,56,19263,2015-10-25 14:03:00,15,19526,42,2,0,3,25,0,0,1
17089,23.0,55,38952,2015-10-24 14:02:00,15,47851,2,1,0,4,2,9,0,1
17090,23.6,55,14227,2015-10-24 14:03:00,15,15732,53,1,0,3,24,13,0,1
17091,23.8,44,12238,2015-10-24 14:04:00,15,19594,52,1,0,3,12,18,0,1
17092,13.9,72,8281,2015-11-07 14:02:00,16,20638,40,1,5,2,23,12,0,1
17093,16.2,62,25272,2015-11-07 14:02:00,16,41684,55,1,1,3,11,24,0,1
17094,20.3,46,16970,2015-11-07 14:04:00,16,43739,18,1,1,2,4,1,0,1
17095,21.6,56,18092,2015-11-07 14:03:00,16,29913,57,1,1,5+,20,28,0,1
17096,24.4,49,13860,2015-11-07 14:03:00,16,24130,48,1,1,4,26,25,0,1
17097,18.9,67,22755,2015-11-07 14:03:00,16,38620,12,1,1,4,13,8,0,1
17098,19.1,55,46597,2015-11-07 14:03:00,16,62010,5,1,9,4,9,6,0,1
17099,18.8,68,12497,2015-11-07 14:03:00,16,15349,27,1,1,2,18,2,0,1
17100,21.5,61,17435,2015-11-07 14:03:00,16,21000,0,1,1,3,0,7,0,1
17101,14.5,60,30753,2015-11-22 13:34:00,17,47851,2,1,1,3,2,26,0,1
17102,15.7,53,22511,2015-11-22 13:33:00,17,26232,6,1,1,3,6,25,0,1
17103,15.7,57,44226,2015-11-22 13:35:00,17,71624,8,1,1,2,8,28,0,1
17104,15.3,48,14036,2015-11-22 13:34:00,17,17000,45,1,1,2,1,12,0,1
17105,18.9,58,33210,2015-11-22 13:36:00,17,36894,50,1,5,3,7,24,0,1
17106,15.8,58,25151,2015-11-22 13:33:00,17,38620,12,1,1,2,13,4,0,1
17107,15.9,54,52133,2015-11-22 13:34:00,17,62010,5,1,7,4,9,20,0,1
17108,15.8,66,13127,2015-11-22 13:33:00,17,15349,27,1,1,2,18,11,0,1
17109,18.7,46,18219,2015-11-22 13:33:00,17,21000,0,1,1,2,0,23,0,1
17894,13.0,34,14333,2016-02-27 14:03:00,1,15165,17,1,0,5+,3,4,0,1
17895,8.3,78,18120,2016-02-27 14:04:00,1,36894,50,1,2,3,7,6,0,1
17896,14.1,74,19762,2016-02-27 14:05:00,1,24130,48,1,4,4,26,15,0,1
17897,12.1,41,13416,2016-02-27 15:03:00,1,15349,27,1,0,2,18,9,0,1
17898,12.7,46,14058,2016-02-27 15:03:00,1,15732,53,1,0,3,24,11,0,1
17899,16.8,56,23862,2016-02-27 15:05:00,1,29913,57,1,3,2,20,1,0,1
17900,15.8,38,24898,2016-02-27 18:35:00,1,71624,8,1,0,2,8,25,0,1
17901,10.2,51,25776,2016-02-27 19:04:00,1,47851,2,1,0,4,2,5,0,1
17902,17.8,46,32463,2016-02-28 14:09:00,1,40000,59,2,0,3,0,13,0,1
17903,13.5,63,19696,2016-03-05 15:04:00,2,38620,12,1,1,3,13,26,0,1
17904,16.2,74,21871,2016-03-05 15:03:00,2,26232,6,1,5,3,6,24,0,1
17905,13.5,65,12696,2016-03-05 16:04:00,2,15491,34,1,1,3,5,18,0,1
17906,17.3,66,12487,2016-03-05 18:30:00,2,29913,57,1,0,2,20,11,0,1
17907,20.5,50,16968,2016-03-05 19:05:00,2,21562,46,1,0,3,15,8,0,1
17908,23.6,35,14103,2016-03-06 13:05:00,2,17000,45,2,1,2,1,0,0,1
17909,17.6,68,43826,2016-03-06 14:04:00,2,62010,5,2,1,2,9,3,0,1
17910,18.9,68,27061,2016-03-06 15:05:00,2,43739,18,2,1,4,4,7,0,1
17911,14.1,68,16918,2016-03-06 15:33:00,2,19526,42,2,1,3,25,2,0,1
17912,6.2,65,11488,2016-03-11 19:04:00,3,47851,2,1,1,2,2,20,0,0
17913,7.8,47,20535,2016-03-11 19:04:00,3,40000,59,1,0,2,0,5,0,0
17914,9.8,39,13460,2016-03-12 13:04:00,3,36894,50,2,1,2,7,24,0,1
17915,12.1,35,15826,2016-03-12 14:02:00,3,19526,42,2,1,3,25,13,0,1
17916,10.5,52,27946,2016-03-12 14:04:00,3,62010,5,2,1,2,9,15,0,1
17917,6.5,37,20771,2016-03-12 15:04:00,3,41684,55,2,0,4,11,8,0,1
17918,14.2,51,8697,2016-03-12 16:04:00,3,24130,48,2,0,2,26,1,0,1
17919,7.1,62,10280,2016-03-12 18:30:00,3,15349,27,2,1,2,18,3,0,1
17920,10.6,54,16513,2016-03-12 19:04:00,3,26232,6,2,1,3,6,4,0,1
17921,16.6,89,10436,2016-03-19 13:03:00,4,15442,36,1,6,3,8,26,0,1
17922,21.9,58,9567,2016-03-19 14:04:00,4,17000,45,1,0,3,1,6,0,1
17923,15.7,78,14627,2016-03-19 14:03:00,4,41684,55,1,1,3,11,18,0,1
17924,21.8,62,9232,2016-03-19 14:04:00,4,27000,58,1,0,2,4,25,0,1
17925,18.2,85,15996,2016-03-19 15:04:00,4,38620,12,1,11,2,13,2,0,1
17926,18.0,69,16026,2016-03-19 16:05:00,4,29913,57,1,7,2,20,0,0,1
17927,18.3,87,11002,2016-03-19 19:04:00,4,15165,17,1,0,3,3,15,0,1
17928,16.5,32,13452,2016-03-20 16:04:00,4,15491,34,2,0,3,5,7,1,1
17929,13.1,67,14419,2016-03-20 16:04:00,4,15732,53,2,4,2,24,9,1,1
17930,13.3,58,22766,2016-04-01 19:34:00,5,62010,5,1,1,2,9,1,0,0
17931,15.4,84,9587,2016-04-01 19:34:00,5,36894,50,1,1,2,7,25,0,0
17932,22.3,58,9479,2016-04-02 14:03:00,5,21562,46,2,10,4,15,11,0,1
17933,16.2,53,23955,2016-04-02 15:03:00,5,26232,6,2,1,2,6,13,0,1
17934,23.7,48,9144,2016-04-02 15:04:00,5,24130,48,2,0,2,26,18,0,1
17935,15.2,52,11271,2016-04-02 16:04:00,5,15491,34,2,1,2,5,3,0,1
17936,13.7,53,20249,2016-04-02 16:03:00,5,47851,2,2,1,2,2,4,0,1
17937,12.9,66,8052,2016-04-02 18:34:00,5,15732,53,2,1,2,24,20,0,1
17938,19.1,61,34231,2016-04-02 19:04:00,5,40000,59,2,1,3,0,8,0,1
17939,22.7,49,38382,2016-04-10 13:05:00,6,71624,8,1,0,2,8,9,0,1
17940,24.4,37,12417,2016-04-10 13:04:00,6,43739,18,1,1,2,4,5,0,1
17941,22.0,62,21254,2016-04-10 13:05:00,6,29913,57,1,1,2,20,15,0,1
17942,15.1,51,18011,2016-04-10 14:04:00,6,19526,42,1,1,2,25,0,0,1
17943,22.4,31,10027,2016-04-10 14:04:00,6,17000,45,1,1,2,1,24,0,1
17944,22.7,45,18402,2016-04-10 15:03:00,6,26232,6,1,1,2,6,26,0,1
17945,17.2,73,19764,2016-04-10 16:04:00,6,38620,12,1,1,2,13,7,0,1
17946,11.6,62,18210,2016-04-10 16:04:00,6,41684,55,1,1,3,11,3,0,1
17947,13.7,76,10470,2016-04-10 19:04:00,6,15349,27,1,1,3,18,2,0,1
17948,18.0,26,13731,2016-04-15 19:04:00,7,40000,59,1,1,2,0,18,0,0
17949,16.1,58,8602,2016-04-15 19:34:00,7,36894,50,1,0,2,7,11,0,0
17950,20.8,63,5870,2016-06-02 19:04:00,7,21562,46,3,0,2,15,4,0,0
17951,20.0,53,31012,2016-04-16 14:04:00,7,62010,5,2,0,2,9,25,0,1
17952,22.0,42,29208,2016-04-16 15:03:00,7,47851,2,2,0,3,2,6,0,1
17953,21.2,37,9659,2016-04-16 16:04:00,7,15491,34,2,5,3,5,1,0,1
17954,19.7,65,13039,2016-04-16 16:04:00,7,15732,53,2,10,2,24,13,0,1
17955,23.2,59,6499,2016-06-02 19:04:00,7,24130,48,3,0,2,26,20,0,0
17956,17.4,85,14385,2016-04-16 18:30:00,7,15165,17,2,0,2,3,8,0,1
17957,27.2,38,8957,2016-04-24 13:04:00,8,27000,58,1,0,2,4,11,0,1
17958,21.8,43,12678,2016-04-24 13:05:00,8,29913,57,1,0,3,20,25,0,1
17959,21.7,53,18508,2016-04-24 13:04:00,8,21562,46,1,0,3,15,0,0,1
17960,19.4,38,25106,2016-04-24 14:04:00,8,71624,8,1,7,2,8,7,0,1
17961,24.9,51,12123,2016-04-24 14:04:00,8,17000,45,1,1,3,1,2,0,1
17962,17.6,66,15914,2016-04-24 16:04:00,8,38620,12,1,5,3,13,18,0,1
17963,20.0,41,25450,2016-04-24 16:03:00,8,26232,6,1,1,2,6,9,0,1
17964,23.2,55,9332,2016-04-24 16:04:00,8,24130,48,1,0,2,26,3,0,1
17965,18.7,51,9080,2016-04-24 18:04:00,8,15732,53,1,1,2,24,5,0,1
17966,17.7,56,33941,2016-04-29 13:03:00,9,40000,59,1,9,2,0,6,1,0
17967,17.8,33,42547,2016-04-29 14:04:00,9,62010,5,1,0,2,9,4,1,0
17968,20.6,32,14379,2016-04-29 14:04:00,9,15165,17,1,0,3,3,7,1,0
17969,15.5,38,23625,2016-04-29 17:04:00,9,47851,2,1,0,2,2,15,1,0
17970,18.2,31,14032,2016-04-30 14:03:00,9,19526,42,2,0,3,25,26,0,1
17971,23.0,42,12594,2016-04-30 15:03:00,9,15491,34,2,0,4,5,13,0,1
17972,20.5,52,11382,2016-04-30 15:04:00,9,15349,27,2,0,2,18,20,0,1
17973,15.4,63,17607,2016-04-30 18:33:00,9,41684,55,2,1,2,11,1,0,1
17974,19.4,62,26518,2016-04-30 19:04:00,9,71624,8,2,0,3,8,24,0,1
17975,26.1,38,20219,2016-05-04 13:04:00,10,24130,48,1,0,2,26,24,1,0
17976,27.1,27,23812,2016-05-04 14:03:00,10,26232,6,1,0,3,6,25,1,0
17977,21.6,38,27669,2016-05-04 14:04:00,10,43739,18,1,0,2,4,8,1,0
17978,26.6,25,12418,2016-05-04 14:04:00,10,21562,46,1,0,2,15,5,1,0
17979,23.0,44,24805,2016-05-04 16:04:00,10,38620,12,1,0,2,13,11,1,0
17980,21.3,60,17038,2016-05-04 16:05:00,10,29913,57,1,0,2,20,3,1,0
17981,21.6,28,11338,2016-05-04 19:04:00,10,17000,45,1,0,3,1,18,1,0
17982,24.7,70,15358,2016-06-15 19:03:00,10,47851,2,2,1,3,2,7,0,0
17983,27.3,67,29397,2016-06-15 19:04:00,10,40000,59,2,0,2,0,9,0,0
17985,22.0,23,15000,2016-05-08 13:04:00,11,43739,18,1,5,2,4,20,0,1
17986,26.1,46,18021,2016-05-08 14:03:00,11,71624,8,1,0,2,8,1,0,1
17987,22.1,33,12504,2016-05-08 15:04:00,11,19526,42,1,0,2,25,15,0,1
17988,24.4,42,13880,2016-05-08 16:04:00,11,15491,34,1,0,2,5,9,0,1
17989,20.9,68,13029,2016-05-08 16:04:00,11,15732,53,1,0,2,24,2,0,1
17990,20.5,36,27439,2016-05-08 16:03:00,11,41684,55,1,0,2,11,0,0,1
17991,21.3,45,16733,2016-05-08 16:04:00,11,36894,50,1,1,2,7,26,0,1
17992,20.6,64,14155,2016-05-08 19:04:00,11,15165,17,1,0,3,3,13,0,1
17993,20.6,70,13046,2016-05-13 19:04:00,12,47851,2,1,0,2,2,26,0,0
17994,22.7,51,17299,2016-05-13 19:04:00,12,40000,59,1,0,2,0,3,0,0
17995,20.0,65,8956,2016-05-13 19:34:00,12,36894,50,1,0,2,7,18,0,0
17996,23.5,46,12892,2016-05-14 14:03:00,12,19526,42,2,1,3,25,5,0,1
17997,22.2,42,33763,2016-05-14 14:04:00,12,62010,5,2,0,2,9,11,0,1
17998,24.9,65,8048,2016-05-14 14:03:00,12,21562,46,2,0,3,15,24,0,1
17999,22.1,50,20215,2016-05-14 15:04:00,12,26232,6,2,0,2,6,20,0,1
18000,24.2,50,10184,2016-05-14 18:34:00,12,17000,45,2,0,2,1,4,0,1
18001,16.2,76,20177,2016-05-14 19:04:00,12,38620,12,2,1,3,13,8,0,1
18002,23.7,61,13616,2016-05-21 14:04:00,13,15165,17,1,0,2,3,1,0,1
18003,24.4,66,8011,2016-05-21 15:03:00,13,15349,27,1,15,2,18,15,0,1
18004,28.0,46,7729,2016-05-21 15:04:00,13,24130,48,1,0,2,26,5,0,1
18005,26.6,31,15895,2016-05-21 16:05:00,13,29913,57,1,0,2,20,8,0,1
18006,21.3,65,11581,2016-05-21 18:04:00,13,15732,53,1,0,2,24,25,0,1
18007,21.9,69,17499,2016-05-21 18:34:00,13,43739,18,1,0,3,4,13,0,1
18008,19.6,76,18363,2016-05-21 19:04:00,13,41684,55,1,0,3,11,6,0,1
18009,23.7,74,24368,2016-06-22 19:34:00,13,62010,5,2,1,3,9,2,0,0
18010,26.2,41,17220,2016-05-21 16:04:00,13,36894,50,1,0,2,7,0,0,1
18011,26.5,65,20554,2016-05-29 13:05:00,14,71624,8,1,0,2,8,18,0,1
18012,24.4,53,15049,2016-05-29 14:04:00,14,19526,42,1,0,2,25,11,0,1
18013,23.3,80,13264,2016-05-29 14:04:00,14,21562,46,1,8,4,15,7,0,1
18014,24.8,48,14289,2016-05-29 15:04:00,14,38620,12,1,0,2,13,1,0,1
18015,27.0,49,12446,2016-05-29 16:03:00,14,15491,34,1,9,3,5,20,0,1
