id,round,home_team,away_team,weather,temperature,humidity,broadcasters,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded
15965,第1日,鳥栖,浦和,晴,23.9,37,スカパー!/スカパー!プレミアムサービス/NHK総合/NHK佐賀,19235,2014-11-29 14:04:00,33,24130,48
15966,第1日,鹿島,鳥栖,晴,6.3,50,スカパー!/スカパー!プレミアムサービス/NHK水戸/NHK BS1(102ch)/NHK BS1(録),25318,2014-12-06 15:33:00,34,38620,12
15967,第1日,浦和,名古屋,晴,8.2,33,スカパー!/スカパー!プレミアムサービス/NHK BS1(101ch)/テレ玉,53091,2014-12-06 15:34:00,34,62010,5
15968,第1日,大宮,C大阪,晴のち曇,7.1,44,スカパー!/スカパー!プレミアムサービス/BS-TBS/テレ玉,12035,2014-12-06 15:33:00,34,15491,34
15969,第1日,FC東京,横浜FM,晴,5.8,57,スカパー!/スカパー!プレミアムサービス,32538,2014-12-06 15:34:00,34,47851,2
15970,第2日,新潟,柏,晴,7.0,63,スカパー!/スカパー!プレミアムサービス,2104,2014-12-08 19:03:00,34,38620,12
15971,第1日,清水,甲府,晴,7.8,31,スカパー!/スカパー!プレミアムサービス/テレビ静岡,19824,2014-12-06 15:34:00,34,19594,52
15972,第1日,神戸,川崎F,晴,9.0,31,スカパー!/スカパー!プレミアムサービス,17574,2014-12-06 15:34:00,34,29913,57
15973,第1日,広島,仙台,晴のち雪,1.3,96,スカパー!/スカパー!プレミアムサービス/NHK広島/NHK仙台,17189,2014-12-06 15:35:00,34,36894,50
15974,第1日,徳島,G大阪,晴,4.5,64,スカパー!/スカパー!プレミアムサービス/NHK総合,17274,2014-12-06 15:34:00,34,17924,56
16803,第1日,仙台,山形,曇,8.4,57,スカパー!/スカパー!プレミアムサービス/NHK仙台/NHK山形/NHK青森/NHK岩手/NHK秋田/NHK福島,19375,2015-03-07 14:05:00,1,19526,42
16804,第1日,名古屋,松本,曇,13.4,50,スカパー!/スカパー!プレミアムサービス/NHK名古屋/NHK長野/NHK岐阜/NHK津,33558,2015-03-07 14:04:00,1,43739,18
16805,第1日,G大阪,FC東京,雨,9.3,81,スカパー!/スカパー!プレミアムサービス/NHK総合,18332,2015-03-07 14:04:00,1,21000,0
16806,第1日,広島,甲府,曇,8.9,85,スカパー!/スカパー!プレミアムサービス/NHK広島/NHK甲府,14671,2015-03-07 14:04:00,1,36894,50
16807,第1日,鳥栖,新潟,曇,14.5,34,スカパー!/スカパー!プレミアムサービス/NHK佐賀/NHK新潟,11580,2015-03-07 14:05:00,1,24130,48
16808,第1日,横浜FM,川崎F,曇,8.8,61,スカパー!/スカパー!プレミアムサービス/BS-TBS,38123,2015-03-07 15:03:00,1,71624,8
16809,第1日,神戸,柏,屋内,14.6,55,スカパー!/スカパー!プレミアムサービス,24027,2015-03-07 16:04:00,1,29913,57
16810,第1日,湘南,浦和,雨,7.9,66,スカパー!/スカパー!プレミアムサービス/NHK BS1,14446,2015-03-07 19:04:00,1,15732,53
16811,第2日,清水,鹿島,晴,19.2,45,スカパー!/スカパー!プレミアムサービス/テレビ静岡,19736,2015-03-08 13:04:00,1,19594,52
16812,第1日,柏,仙台,晴,9.8,43,スカパー!/スカパー!プレミアムサービス,9082,2015-03-13 19:03:00,2,15349,27
16813,第2日,新潟,清水,曇,5.9,61,スカパー!/スカパー!プレミアムサービス/新潟総合テレビ,19537,2015-03-14 13:02:00,2,41684,55
16814,第2日,鹿島,湘南,曇のち晴,10.2,57,スカパー!/スカパー!プレミアムサービス/NHK水戸,17295,2015-03-14 14:03:00,2,38620,12
16815,第2日,FC東京,横浜FM,曇,11.4,29,スカパー!/スカパー!プレミアムサービス/TBS/TOKYO MX(録),30492,2015-03-14 14:06:00,2,47851,2
16816,第2日,甲府,名古屋,曇,10.0,26,スカパー!/スカパー!プレミアムサービス/NHK甲府/NHK名古屋/NHK岐阜/NHK津,11851,2015-03-14 14:04:00,2,17000,45
16817,第2日,浦和,山形,晴,13.8,24,スカパー!/スカパー!プレミアムサービス,40802,2015-03-14 15:04:00,2,62010,5
16818,第2日,川崎F,神戸,曇のち晴,12.9,27,スカパー!/スカパー!プレミアムサービス,21689,2015-03-14 15:05:00,2,26232,6
16819,第2日,鳥栖,G大阪,晴,10.9,26,スカパー!/スカパー!プレミアムサービス,17695,2015-03-14 18:34:00,2,24130,48
16820,第2日,松本,広島,晴,0.8,67,スカパー!/スカパー!プレミアムサービス/NHK BS1,17091,2015-03-14 19:04:00,2,20396,20
16821,第1日,甲府,G大阪,曇,17.8,32,スカパー!/スカパー!プレミアムサービス,13047,2015-03-22 14:04:00,3,17000,45
16822,第1日,新潟,柏,晴,16.3,37,スカパー!/スカパー!プレミアムサービス,18193,2015-03-22 14:03:00,3,41684,55
16823,第1日,清水,松本,晴,17.5,57,スカパー!/スカパー!プレミアムサービス,19103,2015-03-22 14:04:00,3,19594,52
16824,第1日,広島,浦和,晴,18.1,33,スカパー!/スカパー!プレミアムサービス,26302,2015-03-22 14:04:00,3,36894,50
16825,第1日,横浜FM,鳥栖,晴,16.3,55,スカパー!/スカパー!プレミアムサービス/BS-TBS,13529,2015-03-22 15:03:00,3,15442,36
16826,第1日,湘南,仙台,曇,16.6,46,スカパー!/スカパー!プレミアムサービス,11315,2015-03-22 16:04:00,3,15732,53
16827,第1日,名古屋,鹿島,曇時々雨,16.3,53,スカパー!/スカパー!プレミアムサービス,16053,2015-03-22 17:04:00,3,20223,4
16828,第1日,神戸,FC東京,晴,17.1,36,スカパー!/スカパー!プレミアムサービス,21218,2015-03-22 17:04:00,3,29913,57
16829,第1日,山形,川崎F,曇のち雨,10.8,49,スカパー!/スカパー!プレミアムサービス/NHK BS1,12081,2015-03-22 19:04:00,3,20638,40
16830,第1日,鹿島,鳥栖,曇,19.4,88,スカパー!/スカパー!プレミアムサービス,8539,2015-04-03 19:04:00,4,38620,12
16831,第1日,G大阪,名古屋,雨のち曇,19.3,93,スカパー!/スカパー!プレミアムサービス,10702,2015-04-03 19:04:00,4,21000,0
16832,第2日,仙台,清水,晴,11.3,55,スカパー!/スカパー!プレミアムサービス/ミヤギテレビ,14706,2015-04-04 13:34:00,4,19526,42
16833,第2日,山形,湘南,晴,16.3,28,スカパー!/スカパー!プレミアムサービス,7321,2015-04-04 14:04:00,4,20638,40
16834,第2日,浦和,松本,曇,13.6,52,スカパー!/スカパー!プレミアムサービス,37154,2015-04-04 15:05:00,4,62010,5
16835,第2日,川崎F,新潟,曇,15.7,54,スカパー!/スカパー!プレミアムサービス,17643,2015-04-04 15:03:00,4,26232,6
16836,第2日,FC東京,甲府,曇,13.9,53,スカパー!/スカパー!プレミアムサービス,20743,2015-04-04 16:03:00,4,47851,2
16837,第2日,広島,神戸,雨一時雷雨,16.3,94,スカパー!/スカパー!プレミアムサービス,11577,2015-04-04 18:34:00,4,36894,50
16838,第2日,柏,横浜FM,曇,10.6,73,スカパー!/スカパー!プレミアムサービス/NHK BS1,12378,2015-04-04 19:04:00,4,15349,27
16839,第1日,松本,柏,晴,14.7,33,スカパー!/スカパー!プレミアムサービス/長野放送,18514,2015-04-12 13:03:00,5,20396,20
16840,第1日,横浜FM,仙台,晴,17.3,30,スカパー!/スカパー!プレミアムサービス,20207,2015-04-12 14:04:00,5,71624,8
16841,第1日,名古屋,広島,曇,18.2,60,スカパー!/スカパー!プレミアムサービス/東海テレビ(録),15080,2015-04-12 14:04:00,5,43739,18
16842,第1日,清水,G大阪,曇,16.4,36,スカパー!/スカパー!プレミアムサービス/静岡放送,16027,2015-04-12 15:04:00,5,19594,52
16843,第1日,湘南,FC東京,曇,16.1,44,スカパー!/スカパー!プレミアムサービス,14581,2015-04-12 16:04:00,5,15732,53
16844,第1日,神戸,甲府,晴のち曇,16.6,50,スカパー!/スカパー!プレミアムサービス,15494,2015-04-12 16:04:00,5,29913,57
16845,第1日,鳥栖,山形,曇時々雨,18.8,50,スカパー!/スカパー!プレミアムサービス,8852,2015-04-12 16:04:00,5,24130,48
16846,第1日,川崎F,浦和,曇,14.9,51,スカパー!/スカパー!プレミアムサービス,24992,2015-04-12 17:03:00,5,26232,6
16847,第1日,鹿島,新潟,曇,11.4,79,スカパー!/スカパー!プレミアムサービス/NHK BS1,10261,2015-04-12 19:04:00,5,38620,12
16848,第1日,柏,鹿島,曇,17.3,59,スカパー!/スカパー!プレミアムサービス,10076,2015-04-16 19:04:00,6,15349,27
16849,第2日,仙台,川崎F,晴,18.2,27,スカパー!/スカパー!プレミアムサービス,13644,2015-04-18 14:04:00,6,19526,42
16850,第2日,山形,松本,晴のち曇一時雨,16.8,20,スカパー!/スカパー!プレミアムサービス,7067,2015-04-18 14:04:00,6,20638,40
16851,第2日,甲府,鳥栖,晴,18.6,31,スカパー!/スカパー!プレミアムサービス,8033,2015-04-18 14:04:00,6,17000,45
16852,第2日,新潟,神戸,晴,16.6,36,スカパー!/スカパー!プレミアムサービス,16068,2015-04-18 14:03:00,6,41684,55
16853,第2日,FC東京,広島,晴,17.6,46,スカパー!/スカパー!プレミアムサービス/TOKYO MX(録),24369,2015-04-18 16:03:00,6,47851,2
16854,第2日,浦和,横浜FM,晴,17.9,45,スカパー!/スカパー!プレミアムサービス,33793,2015-04-18 17:04:00,6,62010,5
16855,第2日,湘南,G大阪,晴,16.2,54,スカパー!/スカパー!プレミアムサービス,14538,2015-04-18 18:34:00,6,15732,53
16856,第2日,名古屋,清水,晴,15.3,35,スカパー!/スカパー!プレミアムサービス/NHK BS1,9986,2015-04-18 19:04:00,6,27000,58
16857,第1日,鹿島,神戸,曇時々晴,17.9,46,スカパー!/スカパー!プレミアムサービス/NHK BS1,12275,2015-04-25 14:04:00,7,38620,12
16858,第1日,松本,仙台,晴,18.8,34,スカパー!/スカパー!プレミアムサービス/NHK長野,13772,2015-04-25 14:03:00,7,20396,20
16859,第1日,広島,清水,晴,22.5,41,スカパー!/スカパー!プレミアムサービス/NHK広島,11653,2015-04-25 14:04:00,7,36894,50
16860,第1日,横浜FM,湘南,曇一時晴,19.4,34,スカパー!/スカパー!プレミアムサービス/BS-TBS,20388,2015-04-25 15:03:00,7,71624,8
16861,第1日,鳥栖,柏,晴,22.4,12,スカパー!/スカパー!プレミアムサービス,9242,2015-04-25 15:04:00,7,24130,48
16862,第1日,浦和,名古屋,晴,16.0,30,スカパー!/スカパー!プレミアムサービス,29803,2015-04-25 17:04:00,7,62010,5
16863,第1日,山形,FC東京,晴,11.5,33,スカパー!/スカパー!プレミアムサービス,11524,2015-04-25 18:34:00,7,20638,40
16864,第1日,川崎F,甲府,曇,16.7,29,スカパー!/スカパー!プレミアムサービス/NHK BS1,16953,2015-04-25 19:04:00,7,26232,6
16865,第2日,G大阪,新潟,晴,24.3,18,スカパー!/スカパー!プレミアムサービス,17417,2015-04-26 14:03:00,7,21000,0
16866,第1日,仙台,鹿島,晴,20.1,52,スカパー!/スカパー!プレミアムサービス/NHK仙台,17011,2015-04-29 14:03:00,8,19526,42
16867,第1日,川崎F,柏,晴,23.0,36,スカパー!/スカパー!プレミアムサービス/BS-TBS,20961,2015-04-29 14:04:00,8,26232,6
16868,第1日,新潟,FC東京,晴,20.8,50,スカパー!/スカパー!プレミアムサービス/新潟テレビ21,22318,2015-04-29 14:04:00,8,41684,55
16869,第1日,清水,山形,曇,20.4,61,スカパー!/スカパー!プレミアムサービス/NHK静岡,11348,2015-04-29 14:04:00,8,19594,52
16870,第1日,湘南,鳥栖,晴,20.8,62,スカパー!/スカパー!プレミアムサービス,9603,2015-04-29 16:04:00,8,15732,53
16871,第1日,G大阪,松本,晴,22.9,38,スカパー!/スカパー!プレミアムサービス,17173,2015-04-29 16:03:00,8,21000,0
16872,第1日,神戸,名古屋,曇,21.1,49,スカパー!/スカパー!プレミアムサービス,17052,2015-04-29 16:04:00,8,29913,57
16873,第1日,横浜FM,広島,晴,18.2,68,スカパー!/スカパー!プレミアムサービス/NHK BS1,19284,2015-04-29 19:04:00,8,71624,8
16874,第1日,甲府,浦和,晴,18.7,46,スカパー!/スカパー!プレミアムサービス,13708,2015-04-29 19:04:00,8,17000,45
16875,第1日,名古屋,湘南,晴,28.0,32,スカパー!/スカパー!プレミアムサービス,11375,2015-05-02 13:04:00,9,27000,58
16876,第1日,山形,横浜FM,晴,29.8,28,スカパー!/スカパー!プレミアムサービス/NHK山形,12188,2015-05-02 14:04:00,9,20638,40
16877,第1日,浦和,G大阪,晴,26.0,31,スカパー!/スカパー!プレミアムサービス/NHK総合,53148,2015-05-02 14:03:00,9,62010,5
16878,第1日,鹿島,甲府,晴,17.8,83,スカパー!/スカパー!プレミアムサービス/BS-TBS,15340,2015-05-02 15:03:00,9,38620,12
16879,第1日,柏,清水,晴,24.8,52,スカパー!/スカパー!プレミアムサービス,13960,2015-05-02 16:04:00,9,15349,27
16880,第1日,FC東京,川崎F,晴,25.6,38,スカパー!/スカパー!プレミアムサービス,42604,2015-05-02 16:04:00,9,47851,2
16881,第1日,広島,仙台,晴,25.3,53,スカパー!/スカパー!プレミアムサービス,15566,2015-05-02 16:04:00,9,36894,50
16882,第1日,松本,新潟,晴,23.0,38,スカパー!/スカパー!プレミアムサービス,18398,2015-05-02 18:33:00,9,20396,20
16883,第1日,鳥栖,神戸,晴,23.6,50,スカパー!/スカパー!プレミアムサービス/NHK BS1,20792,2015-05-02 19:04:00,9,24130,48
16884,第1日,松本,甲府,晴,24.0,25,スカパー!/スカパー!プレミアムサービス/信越放送,16916,2015-05-06 14:03:00,10,20396,20
16885,第1日,新潟,山形,晴時々曇,23.8,28,スカパー!/スカパー!プレミアムサービス/新潟放送,25009,2015-05-06 14:03:00,10,41684,55
16886,第1日,清水,鳥栖,晴のち曇,18.9,63,スカパー!/スカパー!プレミアムサービス/静岡放送,14029,2015-05-06 14:03:00,10,19594,52
16887,第1日,川崎F,広島,晴のち曇,22.6,32,スカパー!/スカパー!プレミアムサービス,21141,2015-05-06 15:05:00,10,26232,6
16888,第1日,横浜FM,名古屋,晴,21.4,34,スカパー!/スカパー!プレミアムサービス,22514,2015-05-06 15:03:00,10,71624,8
16889,第1日,湘南,神戸,曇,19.4,66,スカパー!/スカパー!プレミアムサービス,9157,2015-05-06 17:04:00,10,15732,53
16890,第1日,仙台,FC東京,晴,17.1,66,スカパー!/スカパー!プレミアムサービス/NHK BS1,14368,2015-05-06 19:04:00,10,19526,42
16891,第2日,柏,浦和,曇,21.8,90,スカパー!/スカパー!プレミアムサービス ※2 AFCチャンピオンズリーグ2015の影響により、柏vs浦和、G大阪vs鹿島は6月3日(水)に開催,12620,2015-06-03 19:03:00,10,15349,27
16892,第2日,G大阪,鹿島,晴時々曇,21.8,56,スカパー!/スカパー!プレミアムサービス ※2 AFCチャンピオンズリーグ2015の影響により、柏vs浦和、G大阪vs鹿島は6月3日(水)に開催,13110,2015-06-03 19:03:00,10,21000,0
16893,第1日,名古屋,川崎F,晴,23.0,27,スカパー!/スカパー!プレミアムサービス,16952,2015-05-10 13:04:00,11,43739,18
16894,第1日,山形,柏,曇,13.3,43,スカパー!/スカパー!プレミアムサービス,8285,2015-05-10 14:04:00,11,20638,40
16895,第1日,横浜FM,新潟,晴,25.7,42,スカパー!/スカパー!プレミアムサービス,19784,2015-05-10 14:03:00,11,71624,8
16896,第1日,甲府,湘南,晴,28.5,16,スカパー!/スカパー!プレミアムサービス,10350,2015-05-10 14:04:00,11,17000,45
16897,第1日,仙台,浦和,晴,16.2,41,スカパー!/スカパー!プレミアムサービス,19195,2015-05-10 15:04:00,11,19526,42
16898,第1日,鳥栖,松本,晴,25.3,35,スカパー!/スカパー!プレミアムサービス,10648,2015-05-10 15:04:00,11,24130,48
16899,第1日,FC東京,鹿島,晴のち曇,22.8,23,スカパー!/スカパー!プレミアムサービス,42070,2015-05-10 16:04:00,11,47851,2
16900,第1日,神戸,清水,晴,21.8,31,スカパー!/スカパー!プレミアムサービス,14397,2015-05-10 16:04:00,11,29913,57
16901,第1日,広島,G大阪,晴,17.6,53,スカパー!/スカパー!プレミアムサービス/NHK BS1,17372,2015-05-10 19:04:00,11,36894,50
16902,第1日,柏,湘南,曇,20.6,65,スカパー!/スカパー!プレミアムサービス,6701,2015-05-14 19:03:00,12,15349,27
16903,第2日,甲府,山形,曇,26.2,45,スカパー!/スカパー!プレミアムサービス/山梨放送,9159,2015-05-16 14:04:00,12,17000,45
16904,第2日,松本,神戸,曇,20.9,72,スカパー!/スカパー!プレミアムサービス/長野朝日放送,11743,2015-05-16 14:03:00,12,20396,20
16905,第2日,新潟,仙台,曇,17.3,75,スカパー!/スカパー!プレミアムサービス/NHK新潟,16764,2015-05-16 14:03:00,12,41684,55
16906,第2日,鹿島,広島,曇,19.5,77,スカパー!/スカパー!プレミアムサービス,13523,2015-05-16 15:04:00,12,38620,12
16907,第2日,清水,横浜FM,曇,20.3,89,スカパー!/スカパー!プレミアムサービス/テレビ静岡,12978,2015-05-16 15:04:00,12,19594,52
16908,第2日,G大阪,川崎F,曇,20.1,67,スカパー!/スカパー!プレミアムサービス,18842,2015-05-16 18:33:00,12,21000,0
16909,第2日,浦和,FC東京,曇,23.6,69,スカパー!/スカパー!プレミアムサービス/NHK BS1/テレ玉,42995,2015-05-16 15:34:00,12,62010,5
16910,第2日,名古屋,鳥栖,曇のち晴,21.0,61,スカパー!/スカパー!プレミアムサービス/NHK BS1,14825,2015-05-16 19:04:00,12,43739,18
16911,第1日,仙台,甲府,晴,20.9,63,スカパー!/スカパー!プレミアムサービス,13165,2015-05-23 18:34:00,13,19526,42
16912,第1日,山形,神戸,晴,28.6,18,スカパー!/スカパー!プレミアムサービス,7894,2015-05-23 14:05:00,13,20638,40
16913,第1日,湘南,清水,晴,21.1,73,スカパー!/スカパー!プレミアムサービス,13248,2015-05-23 17:04:00,13,15732,53
16914,第1日,FC東京,名古屋,曇,21.6,56,スカパー!/スカパー!プレミアムサービス/TOKYO MX,23460,2015-05-23 19:03:00,13,47851,2
16915,第1日,川崎F,鳥栖,曇,21.8,53,スカパー!/スカパー!プレミアムサービス,14881,2015-05-23 19:04:00,13,26232,6
16916,第1日,松本,横浜FM,曇,20.4,43,スカパー!/スカパー!プレミアムサービス/NHK BS1,18906,2015-05-23 19:04:00,13,20396,20
16917,第1日,広島,新潟,曇,18.4,83,スカパー!/スカパー!プレミアムサービス,10460,2015-05-23 19:04:00,13,36894,50
16918,第2日,柏,G大阪,曇のち雨,22.3,75,スカパー!/スカパー!プレミアムサービス ※3 AFCチャンピオンズリーグ2015の影響により、柏vsG大阪は6月23日(火)に開催,9997,2015-06-23 19:03:00,13,15349,27
16919,第1日,浦和,鹿島,晴,23.0,50,スカパー!/スカパー!プレミアムサービス,41269,2015-05-23 19:04:00,13,62010,5
16920,第1日,新潟,甲府,晴,27.9,46,スカパー!/スカパー!プレミアムサービス,23197,2015-05-30 13:03:00,14,41684,55
16921,第1日,名古屋,山形,晴,30.3,33,スカパー!/スカパー!プレミアムサービス/名古屋テレビ(録),13662,2015-05-30 14:04:00,14,43739,18
16922,第1日,神戸,仙台,曇,24.4,59,スカパー!/スカパー!プレミアムサービス/NHK神戸,14906,2015-05-30 16:04:00,14,29913,57
16923,第1日,鹿島,松本,晴,20.6,84,スカパー!/スカパー!プレミアムサービス,17155,2015-05-30 19:03:00,14,38620,12
16924,第1日,FC東京,柏,曇,24.6,57,スカパー!/スカパー!プレミアムサービス/NHK BS1,23439,2015-05-30 19:04:00,14,47851,2
16925,第1日,横浜FM,G大阪,晴,24.3,65,スカパー!/スカパー!プレミアムサービス,35044,2015-05-30 19:04:00,14,71624,8
16926,第1日,湘南,広島,晴,24.1,60,スカパー!/スカパー!プレミアムサービス,11276,2015-05-30 19:04:00,14,15732,53
16927,第1日,清水,川崎F,晴,20.9,90,スカパー!/スカパー!プレミアムサービス,13055,2015-05-30 19:04:00,14,19594,52
16928,第1日,鳥栖,浦和,雨,20.9,76,スカパー!/スカパー!プレミアムサービス,19249,2015-05-30 19:04:00,14,24130,48
16929,第1日,仙台,鳥栖,晴,20.3,51,スカパー!/スカパー!プレミアムサービス,12753,2015-06-07 16:04:00,15,19526,42
16930,第1日,山形,鹿島,晴,24.3,42,スカパー!/スカパー!プレミアムサービス,13241,2015-06-07 16:04:00,15,20638,40
16931,第1日,浦和,清水,晴,24.1,46,スカパー!/スカパー!プレミアムサービス/NHK BS1/テレ玉,44424,2015-06-07 16:04:00,15,62010,5
16932,第1日,柏,広島,曇,23.2,57,スカパー!/スカパー!プレミアムサービス,11352,2015-06-07 16:03:00,15,15349,27
16933,第1日,川崎F,湘南,晴,23.7,49,スカパー!/スカパー!プレミアムサービス,20857,2015-06-07 16:03:00,15,26232,6
16934,第1日,甲府,横浜FM,曇,23.4,38,スカパー!/スカパー!プレミアムサービス,13007,2015-06-07 16:04:00,15,17000,45
16935,第1日,松本,FC東京,晴のち曇,22.5,54,スカパー!/スカパー!プレミアムサービス,17617,2015-06-07 16:04:00,15,20396,20
16936,第1日,新潟,名古屋,晴,22.3,48,スカパー!/スカパー!プレミアムサービス,19030,2015-06-07 16:03:00,15,41684,55
16937,第1日,G大阪,神戸,曇,24.3,46,スカパー!/スカパー!プレミアムサービス/NHK大阪(近畿ブロック),18437,2015-06-07 16:03:00,15,21000,0
16938,第1日,川崎F,松本,晴,24.3,52,スカパー!/スカパー!プレミアムサービス,21490,2015-06-20 16:03:00,16,26232,6
16939,第1日,横浜FM,鹿島,晴,24.8,58,スカパー!/スカパー!プレミアムサービス,28928,2015-06-20 16:03:00,16,71624,8
16940,第1日,湘南,新潟,晴,22.1,72,スカパー!/スカパー!プレミアムサービス,11175,2015-06-20 16:04:00,16,15732,53
16941,第1日,清水,甲府,曇,20.5,83,スカパー!/スカパー!プレミアムサービス,13288,2015-06-20 16:05:00,16,19594,52
16942,第1日,名古屋,柏,曇,24.3,66,スカパー!/スカパー!プレミアムサービス,15848,2015-06-20 16:05:00,16,43739,18
16943,第1日,G大阪,仙台,曇,26.6,56,スカパー!/スカパー!プレミアムサービス,14616,2015-06-20 16:03:00,16,21000,0
16944,第1日,神戸,浦和,晴,25.4,53,スカパー!/スカパー!プレミアムサービス/NHK BS1,18143,2015-06-20 16:05:00,16,29913,57
16945,第1日,広島,山形,晴のち曇,23.8,77,スカパー!/スカパー!プレミアムサービス,12286,2015-06-20 16:04:00,16,36894,50
16946,第1日,鳥栖,FC東京,晴,26.1,56,スカパー!/スカパー!プレミアムサービス,16871,2015-06-20 16:04:00,16,24130,48
16947,第1日,仙台,名古屋,雨,20.5,95,スカパー!/スカパー!プレミアムサービス,12644,2015-06-27 19:04:00,17,19526,42
16948,第1日,山形,G大阪,雨,21.1,90,スカパー!/スカパー!プレミアムサービス,14320,2015-06-27 19:04:00,17,20638,40
16949,第1日,鹿島,川崎F,曇,22.3,97,スカパー!/スカパー!プレミアムサービス/BS-TBS,13867,2015-06-27 19:03:00,17,38620,12
16950,第1日,浦和,新潟,曇,23.6,88,スカパー!/スカパー!プレミアムサービス/テレ玉,43606,2015-06-27 19:04:00,17,62010,5
16951,第1日,FC東京,清水,曇,24.0,83,スカパー!/スカパー!プレミアムサービス/NHK BS1/TOKYO MX,41363,2015-06-27 19:04:00,17,47851,2
16952,第1日,甲府,柏,曇,25.2,70,スカパー!/スカパー!プレミアムサービス,11019,2015-06-27 19:04:00,17,17000,45
16953,第1日,松本,湘南,曇,22.9,54,スカパー!/スカパー!プレミアムサービス,15456,2015-06-27 19:04:00,17,20396,20
16954,第1日,神戸,横浜FM,曇,23.6,55,スカパー!/スカパー!プレミアムサービス,22332,2015-06-27 19:04:00,17,29913,57
16955,第1日,鳥栖,広島,曇,22.1,75,スカパー!/スカパー!プレミアムサービス,12376,2015-06-27 19:04:00,17,24130,48
16956,第1日,仙台,広島,晴,27.0,49,スカパー!/スカパー!プレミアムサービス,13373,2015-07-11 18:04:00,1,19526,42
16957,第1日,柏,鳥栖,晴,25.3,73,スカパー!/スカパー!プレミアムサービス,11371,2015-07-11 19:03:00,1,15349,27
16958,第1日,川崎F,FC東京,晴,26.1,71,スカパー!/スカパー!プレミアムサービス,23793,2015-07-11 18:30:00,1,26232,6
16959,第1日,横浜FM,山形,晴,25.9,80,スカパー!/スカパー!プレミアムサービス,20575,2015-07-11 19:03:00,1,71624,8
16960,第1日,湘南,名古屋,晴,24.6,83,スカパー!/スカパー!プレミアムサービス,10752,2015-07-11 18:04:00,1,15732,53
16961,第1日,松本,浦和,晴,23.5,64,スカパー!/スカパー!プレミアムサービス/NHK BS1,18605,2015-07-11 19:04:00,1,20396,20
16962,第1日,新潟,鹿島,晴,25.4,61,スカパー!/スカパー!プレミアムサービス,24316,2015-07-11 19:03:00,1,41684,55
16963,第1日,清水,神戸,晴,25.3,80,スカパー!/スカパー!プレミアムサービス,14037,2015-07-11 19:04:00,1,19594,52
16964,第1日,G大阪,甲府,晴,27.4,75,スカパー!/スカパー!プレミアムサービス,14364,2015-07-11 19:04:00,1,21000,0
16965,第1日,山形,浦和,曇時々雨,24.9,81,スカパー!/スカパー!プレミアムサービス,10849,2015-07-15 19:05:00,2,20638,40
16966,第1日,鹿島,清水,晴のち曇,26.9,79,スカパー!/スカパー!プレミアムサービス,6923,2015-07-15 19:04:00,2,38620,12
16967,第1日,FC東京,新潟,晴,26.9,68,スカパー!/スカパー!プレミアムサービス/TOKYO MX,12727,2015-07-15 19:03:00,2,47851,2
16968,第1日,横浜FM,柏,晴,27.1,69,スカパー!/スカパー!プレミアムサービス/NHK BS1,8038,2015-07-15 19:04:00,2,15442,36
16969,第1日,甲府,仙台,晴,28.1,55,スカパー!/スカパー!プレミアムサービス/テレビ山梨,7015,2015-07-15 19:03:00,2,17000,45
16970,第1日,名古屋,G大阪,曇,29.3,59,スカパー!/スカパー!プレミアムサービス,13422,2015-07-15 19:04:00,2,27000,58
16971,第1日,神戸,湘南,晴,30.6,46,スカパー!/スカパー!プレミアムサービス,7696,2015-07-15 19:04:00,2,29913,57
16972,第1日,広島,松本,晴,27.8,77,スカパー!/スカパー!プレミアムサービス,7966,2015-07-15 19:04:00,2,36894,50
16973,第1日,鳥栖,川崎F,晴,29.8,53,スカパー!/スカパー!プレミアムサービス,7524,2015-07-15 18:04:00,2,24130,48
16974,第1日,仙台,神戸,晴,27.2,61,スカパー!/スカパー!プレミアムサービス,12488,2015-07-19 19:04:00,3,19526,42
16975,第1日,浦和,広島,晴,29.1,80,スカパー!/スカパー!プレミアムサービス,41492,2015-07-19 19:05:00,3,62010,5
16976,第1日,柏,川崎F,曇,28.4,82,スカパー!/スカパー!プレミアムサービス/NHK BS1,14055,2015-07-19 19:04:00,3,15349,27
16977,第1日,FC東京,山形,曇,29.2,69,スカパー!/スカパー!プレミアムサービス/TOKYO MX,22175,2015-07-19 19:03:00,3,47851,2
16978,第1日,湘南,甲府,晴,28.6,70,スカパー!/スカパー!プレミアムサービス,12144,2015-07-19 19:04:00,3,15732,53
16979,第1日,松本,鹿島,曇,26.7,67,スカパー!/スカパー!プレミアムサービス,17625,2015-07-19 18:04:00,3,20396,20
16980,第1日,新潟,鳥栖,晴,26.6,63,スカパー!/スカパー!プレミアムサービス,17259,2015-07-19 19:03:00,3,41684,55
16981,第1日,清水,名古屋,晴,28.0,77,スカパー!/スカパー!プレミアムサービス,14497,2015-07-19 18:34:00,3,19594,52
16982,第1日,G大阪,横浜FM,晴,28.2,66,スカパー!/スカパー!プレミアムサービス/毎日放送(録),16787,2015-07-19 19:03:00,3,21000,0
16983,第1日,仙台,柏,晴,27.8,68,スカパー!/スカパー!プレミアムサービス,13070,2015-07-25 19:04:00,4,19526,42
16984,第1日,山形,新潟,曇,24.9,78,スカパー!/スカパー!プレミアムサービス,11206,2015-07-25 19:34:00,4,20638,40
